"Source","emmean","SE","df","lower.CL","upper.CL"
"Human",0.036707152496625,0.0269416170027026,6.8343381278564,-0.027314032383555,0.100728337376805
"AssemblyAI",0.104048582995951,0.0269416170027026,6.83433812785642,0.0400273981157706,0.16806976787613
"AWS",0.0574898785425093,0.0269416170027026,6.83433812785642,-0.00653130633767067,0.121511063422689
"CrisperWhisper",0.0627530364372461,0.0269416170027026,6.83433812785642,-0.00126814844293381,0.126774221317426
"Google",0.0259109311740882,0.0269416170027026,6.83433812785642,-0.0381102537060917,0.0899321160542682
"Meta",0.129824561403508,0.0269416170027026,6.83433812785642,0.065803376523328,0.193845746283688
"Microsoft",0.104183535762482,0.0269416170027026,6.83433812785642,0.0401623508823023,0.168204720642662
"Nemo",0.08353576248313,0.0269416170027026,6.83433812785641,0.0195145776029501,0.14755694736331
"Whisper",0.109446693657219,0.0269416170027026,6.83433812785642,0.0454255087770392,0.173467878537399
